Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Indice_Riesgo,Categoria_Riesgo,Delta_Parcial_Final,Promedio_Continuo,Eficiencia_Estudio
S2237,Liam,Smith,student1237@university.com,Male,19,Business,61.5,89.27,45.65,52.29,68.33,6.91,58.15,90.18,A,9.1,No,Yes,Bachelor'S,High,2,4.3,29.37,Bajo,-43.62,61.97,9.91
S2238,Ali,Smith,student1238@university.com,Female,23,Mathematics,80.9,88.79,58.16,55.28,93.3,0.38,94.7,87.97,F,5.9,No,Yes,Unknown,Low,7,8.4,35.43,Medio,-30.63,61.77,14.91
S2239,John,Brown,student1239@university.com,Male,24,Business,53.37,60.24,82.92,72.02,66.17,4.42,92.26,51.09,D,6.7,No,Yes,High School,High,2,6.4,42.12,Medio,22.68,68.66,7.63
S2240,Ahmed,Brown,student1240@university.com,Female,23,Cs,73.24,97.84,79.45,73.81,57.68,7.86,51.15,81.22,C,10.0,Yes,Yes,Unknown,High,3,5.1,24.46,Bajo,-18.39,65.31,8.12
S2241,Maria,Johnson,student1241@university.com,Female,23,Cs,80.47,41.32,51.28,90.81,81.97,4.74,79.05,59.03,B,23.0,No,Yes,Bachelor'S,Medium,1,8.9,27.94,Bajo,9.96,74.81,2.57
S2242,Omar,Jones,student1242@university.com,Female,24,Cs,71.09,86.12,46.71,83.98,52.13,8.74,62.22,83.09,D,5.3,No,Yes,Unknown,Medium,6,7.8,37.74,Medio,-39.41,71.43,15.68
S2243,Omar,Smith,student1243@university.com,Male,20,Cs,50.96,97.93,79.65,74.81,68.96,8.34,76.66,81.06,C,23.2,Yes,Yes,Unknown,High,10,7.1,41.18,Medio,-18.28,75.96,3.49
S2244,Omar,Brown,student1244@university.com,Female,24,Engineering,75.725,60.33,80.58,61.31,90.38,8.63,63.96,92.6,A,19.9,No,Yes,Unknown,High,4,8.9,32.11,Medio,20.25,75.49,4.65
S2245,Liam,Smith,student1245@university.com,Male,24,Engineering,68.36,78.89,61.97,64.28,64.76,1.3,65.79,62.77,C,17.8,Yes,Yes,Master'S,High,9,7.8,41.28,Medio,-16.92,51.96,3.53
S2246,Emma,Johnson,student1246@university.com,Male,22,Business,75.725,73.73,90.57,56.18,96.57,2.44,80.09,51.37,D,27.7,Yes,Yes,High School,Medium,4,4.6,24.19,Bajo,16.84,64.31,1.85
S2247,Emma,Johnson,student1247@university.com,Female,24,Engineering,66.28,85.69,98.69,74.81,97.79,0.3,76.94,95.71,F,25.7,Yes,Yes,Unknown,Low,10,9.0,38.24,Medio,13.0,63.14,3.72
S2248,Sara,Jones,student1248@university.com,Male,21,Cs,73.75,91.97,52.34,86.43,90.79,9.83,69.76,95.43,B,15.5,Yes,Yes,Bachelor'S,Low,6,7.0,29.96,Bajo,-39.63,86.32,6.16
S2249,Maria,Jones,student1249@university.com,Male,24,Cs,69.42,76.18,74.62,62.07,99.38,2.36,55.38,72.79,C,5.2,No,Yes,High School,High,8,5.5,45.8,Medio,-1.56,60.11,14.0
S2250,Omar,Davis,student1250@university.com,Female,23,Engineering,67.13,88.95,40.32,91.77,76.54,3.67,98.47,53.9,A,22.8,No,Yes,Phd,Medium,5,8.1,27.31,Bajo,-48.63,75.87,2.36
S2251,Emma,Johnson,student1251@university.com,Male,19,Cs,51.09,58.74,82.78,73.48,78.46,2.75,58.73,74.9,F,6.2,Yes,Yes,Phd,Low,3,4.2,45.84,Medio,24.04,59.54,12.08
S2252,Liam,Brown,student1252@university.com,Male,23,Cs,68.0,53.72,64.86,66.15,91.81,0.4,81.66,76.2,B,12.0,No,Yes,Bachelor'S,Low,9,7.3,51.86,Medio,11.14,60.9,6.35
S2253,Sara,Smith,student1253@university.com,Female,22,Cs,94.47,65.84,51.6,70.62,74.64,2.61,54.14,91.09,A,17.3,Yes,Yes,Unknown,Low,3,4.8,22.98,Bajo,-14.24,56.38,5.27
S2254,Ahmed,Williams,student1254@university.com,Female,21,Cs,84.52,80.66,85.13,74.81,70.34,0.98,84.42,85.86,A,7.5,Yes,Yes,High School,Low,9,4.4,40.25,Medio,4.47,59.84,11.45
S2255,Sara,Jones,student1255@university.com,Male,24,Cs,57.27,51.23,88.64,75.84,80.74,3.94,54.74,53.54,D,22.0,No,Yes,High School,High,2,5.8,35.81,Medio,37.41,62.68,2.43
S2256,Emma,Williams,student1256@university.com,Female,20,Business,79.56,80.82,46.67,50.36,82.88,9.67,61.48,85.27,C,13.0,No,Yes,High School,High,8,5.8,36.96,Medio,-34.15,72.86,6.56
S2257,John,Brown,student1257@university.com,Female,18,Business,94.61,63.65,42.46,96.12,87.54,6.98,82.35,56.79,A,14.0,No,Yes,Bachelor'S,High,6,7.0,31.9,Medio,-21.19,83.95,4.06
S2258,Liam,Jones,student1258@university.com,Male,24,Cs,85.0,87.73,60.04,53.3,83.41,7.07,64.15,54.47,F,21.2,No,Yes,Phd,Low,9,6.8,31.11,Medio,-27.69,67.89,2.57
S2259,John,Williams,student1259@university.com,Male,19,Cs,57.43,42.21,77.56,96.93,87.29,4.53,76.64,69.93,D,15.0,No,Yes,Phd,Low,5,7.4,48.63,Medio,35.35,76.54,4.66
S2260,Omar,Brown,student1260@university.com,Female,18,Business,75.725,80.08,87.61,74.81,83.73,8.11,56.23,53.87,C,10.6,No,Yes,Master'S,Low,4,4.9,30.84,Medio,7.53,73.97,5.08
S2261,John,Smith,student1261@university.com,Male,20,Cs,65.08,78.99,72.76,74.81,74.02,9.08,60.12,91.46,F,9.4,Yes,Yes,Unknown,Low,2,8.4,31.05,Medio,-6.23,74.94,9.73
S2262,Omar,Brown,student1262@university.com,Female,22,Cs,72.7,96.46,74.84,76.73,56.75,9.62,86.69,73.16,D,23.1,Yes,Yes,Unknown,Low,1,8.3,14.07,Bajo,-21.62,79.09,3.17
S2263,Omar,Davis,student1263@university.com,Female,22,Cs,76.31,82.8,87.99,75.29,89.27,0.99,51.76,79.35,C,23.8,Yes,Yes,Phd,High,4,5.1,23.22,Bajo,5.19,56.56,3.33
S2264,Emma,Jones,student1264@university.com,Male,20,Cs,75.725,87.78,71.73,53.64,51.54,8.8,55.59,78.84,C,9.9,Yes,Yes,Phd,High,8,6.4,37.77,Medio,-16.05,62.19,7.96
S2265,John,Johnson,student1265@university.com,Male,23,Business,96.58,94.28,76.67,61.94,99.63,2.25,60.75,98.91,A,13.0,No,Yes,High School,Low,10,6.4,31.41,Medio,-17.61,61.2,7.61
S2266,Omar,Smith,student1266@university.com,Female,20,Business,96.48,80.5,70.97,88.88,91.42,3.97,51.01,95.79,B,28.9,Yes,Yes,Unknown,Low,9,8.6,25.41,Bajo,-9.53,67.75,3.31
S2267,Maria,Williams,student1267@university.com,Female,24,Cs,50.4,57.41,92.83,74.81,83.55,3.45,54.77,92.46,D,29.6,No,Yes,Phd,Low,1,8.5,30.34,Medio,35.42,61.91,3.12
S2268,Ahmed,Jones,student1268@university.com,Female,19,Cs,96.09,92.19,54.13,76.46,98.33,6.75,64.07,69.16,A,19.6,No,Yes,Master'S,Medium,2,4.3,11.13,Bajo,-38.06,76.59,3.53
S2269,Sara,Johnson,student1269@university.com,Female,21,Cs,52.72,84.85,55.84,67.67,80.62,5.98,54.65,57.25,F,23.9,No,Yes,Unknown,Medium,3,8.8,28.59,Bajo,-29.01,65.68,2.4
S2270,Sara,Brown,student1270@university.com,Male,24,Cs,63.29,65.47,47.68,53.0,52.82,1.09,93.31,79.59,B,23.7,Yes,Yes,Phd,Medium,8,4.3,41.91,Medio,-17.79,52.51,3.36
S2271,Emma,Johnson,student1271@university.com,Female,24,Mathematics,75.75,82.63,89.17,84.11,77.97,7.83,53.3,72.02,C,14.9,No,Yes,Unknown,High,9,6.7,39.03,Medio,6.54,73.42,4.83
S2272,John,Jones,student1272@university.com,Male,24,Engineering,74.0,92.06,64.71,63.92,63.86,4.4,93.05,61.28,F,6.2,No,Yes,Unknown,Low,3,5.6,27.83,Bajo,-27.35,66.21,9.88
S2273,John,Jones,student1273@university.com,Male,18,Engineering,80.24,98.54,60.87,52.75,68.47,0.02,91.14,54.88,F,23.5,No,Yes,Unknown,Low,4,6.0,17.27,Bajo,-37.67,53.14,2.34
S2274,Omar,Davis,student1274@university.com,Female,18,Business,73.97,97.14,98.88,83.29,72.98,4.15,55.04,71.8,A,8.4,No,No,Unknown,Low,8,7.1,36.32,Medio,1.74,63.2,8.55
S2275,Liam,Davis,student1275@university.com,Male,22,Business,96.72,59.52,95.61,74.29,88.73,5.16,51.26,82.54,A,12.3,No,Yes,Phd,Low,3,6.9,26.59,Bajo,36.09,66.47,6.71
S2276,Ali,Johnson,student1276@university.com,Male,24,Business,62.03,65.3,98.32,74.81,75.15,0.69,52.5,81.27,C,12.9,No,Yes,High School,Medium,6,4.8,43.36,Medio,33.02,52.34,6.3
S2277,Omar,Brown,student1277@university.com,Female,23,Cs,63.7,46.57,48.54,55.55,73.73,1.51,79.52,88.7,D,13.7,No,Yes,Master'S,Low,1,8.8,36.88,Medio,1.97,55.97,6.47
S2278,Ahmed,Johnson,student1278@university.com,Male,22,Cs,96.04,54.85,93.48,84.96,65.1,9.94,83.52,73.33,A,16.6,No,Yes,High School,Medium,7,4.1,34.96,Medio,38.63,83.24,4.42
S2279,Maria,Jones,student1279@university.com,Male,19,Engineering,75.725,92.95,59.72,53.18,76.99,8.71,81.03,66.08,F,17.5,No,Yes,Bachelor'S,Medium,5,5.7,25.75,Bajo,-33.23,74.57,3.78
S2280,Sara,Jones,student1280@university.com,Female,20,Cs,80.48,61.65,40.76,93.3,62.42,1.33,77.07,76.94,D,17.1,Yes,Yes,Bachelor'S,Medium,4,8.0,31.45,Medio,-20.89,61.52,4.5
S2281,Omar,Williams,student1281@university.com,Female,18,Mathematics,84.09,77.23,63.48,65.57,63.05,5.8,58.73,98.75,A,9.1,No,Yes,Master'S,Low,8,8.3,38.41,Medio,-13.75,61.34,10.85
S2282,Ali,Davis,student1282@university.com,Female,24,Engineering,75.28,79.96,70.55,54.43,87.86,3.79,92.05,52.25,D,21.2,No,Yes,High School,Medium,8,8.0,34.62,Medio,-9.41,68.06,2.46
S2283,Ali,Williams,student1283@university.com,Female,19,Mathematics,84.71,86.91,46.49,74.81,67.13,5.44,66.38,76.43,F,24.8,No,Yes,Unknown,Low,7,5.9,25.21,Bajo,-40.42,65.68,3.08
S2284,Omar,Smith,student1284@university.com,Female,22,Cs,58.64,50.97,72.26,76.22,52.57,4.71,99.31,66.46,C,16.5,No,Yes,Unknown,High,1,7.4,35.94,Medio,21.29,68.8,4.03
S2285,Emma,Jones,student1285@university.com,Female,22,Business,92.63,58.29,89.17,65.33,67.18,0.48,69.24,55.27,A,26.0,Yes,Yes,Master'S,Medium,10,7.8,37.09,Medio,30.88,51.64,2.13
S2286,Sara,Williams,student1286@university.com,Female,18,Cs,57.0,66.9,62.66,70.3,81.93,3.15,63.15,71.73,C,16.1,Yes,Yes,Unknown,Low,6,6.9,43.04,Medio,-4.24,61.72,4.46
S2287,Emma,Johnson,student1287@university.com,Male,22,Mathematics,70.04,61.89,61.16,51.07,90.7,1.26,94.71,82.06,D,19.2,Yes,Yes,High School,Medium,3,7.4,31.76,Medio,-0.73,62.27,4.27
S2288,Maria,Davis,student1288@university.com,Male,23,Cs,53.76,98.97,60.33,74.81,98.1,4.89,78.37,76.41,C,6.7,No,Yes,Unknown,Low,8,6.8,43.7,Medio,-38.64,75.04,11.4
S2289,Ali,Davis,student1289@university.com,Female,22,Engineering,77.26,90.1,95.39,68.29,87.31,9.07,86.09,51.46,B,8.7,No,Yes,Phd,Low,10,4.3,41.58,Medio,5.29,83.1,5.91
S2290,Ali,Brown,student1290@university.com,Male,21,Business,83.49,68.78,42.93,85.7,71.44,9.96,70.42,78.96,A,24.2,Yes,Yes,Unknown,Low,3,5.4,22.49,Bajo,-25.85,81.79,3.26
S2291,Ahmed,Johnson,student1291@university.com,Male,20,Engineering,97.06,92.76,66.7,81.41,64.96,9.44,94.35,61.6,B,11.2,No,Yes,Unknown,Low,8,7.5,28.16,Bajo,-26.06,83.78,5.5
S2292,Maria,Brown,student1292@university.com,Female,22,Engineering,86.97,60.86,55.88,82.56,56.48,9.86,95.89,67.07,A,7.3,No,Yes,Unknown,High,5,5.2,36.54,Medio,-4.98,83.38,9.19
S2293,Ali,Williams,student1293@university.com,Male,21,Mathematics,75.725,87.15,93.63,89.64,81.38,0.15,71.84,65.61,D,19.2,Yes,Yes,Unknown,Medium,5,6.3,26.64,Bajo,6.48,61.09,3.42
S2294,Maria,Smith,student1294@university.com,Female,19,Engineering,96.63,53.42,45.76,81.56,75.49,7.29,62.04,92.93,B,7.4,No,Yes,Master'S,Low,8,6.7,42.01,Medio,-7.66,73.0,12.56
S2295,Sara,Johnson,student1295@university.com,Male,22,Engineering,75.725,86.34,64.69,70.94,83.89,2.73,82.38,52.38,C,22.1,No,Yes,Phd,Medium,3,7.4,20.99,Bajo,-21.65,66.13,2.37
S2296,John,Johnson,student1296@university.com,Female,23,Cs,78.06,67.39,64.41,69.5,61.86,8.66,97.73,67.4,B,22.2,No,Yes,High School,Medium,4,5.3,28.03,Bajo,-2.98,78.92,3.04
S2297,Ali,Johnson,student1297@university.com,Male,19,Business,79.8,46.45,93.3,74.81,66.18,8.14,81.12,69.74,B,16.3,No,Yes,Bachelor'S,Low,1,7.0,29.98,Bajo,46.85,75.88,4.28
S2298,Ahmed,Brown,student1298@university.com,Male,24,Engineering,70.5,56.4,52.93,88.97,64.6,4.24,97.71,80.94,C,22.1,No,Yes,Unknown,Medium,9,7.0,45.13,Medio,-3.47,73.42,3.66
S2299,Sara,Williams,student1299@university.com,Male,22,Engineering,91.92,64.14,78.69,88.06,89.88,4.73,67.19,89.45,A,25.0,No,Yes,Phd,Medium,3,8.2,20.53,Bajo,14.55,73.11,3.58
S2300,Omar,Johnson,student1300@university.com,Female,18,Cs,59.26,84.96,48.06,62.31,58.56,2.65,95.75,86.38,F,9.9,No,Yes,Phd,Low,8,6.8,44.38,Medio,-36.9,60.78,8.73
S2301,Maria,Johnson,student1301@university.com,Male,21,Engineering,77.74,44.38,97.24,93.13,80.42,2.89,55.63,87.63,C,21.2,No,Yes,Phd,Medium,1,5.5,28.88,Bajo,52.86,64.52,4.13
S2302,Omar,Davis,student1302@university.com,Male,21,Cs,86.11,79.57,75.58,79.45,52.57,9.81,67.94,59.62,A,22.3,No,Yes,Phd,High,1,6.6,14.84,Bajo,-3.99,74.52,2.67
S2303,Emma,Smith,student1303@university.com,Female,18,Cs,95.2,82.96,77.58,73.93,77.48,8.89,74.72,95.59,A,9.9,Yes,Yes,Master'S,Low,6,4.5,27.95,Bajo,-5.38,78.76,9.66
S2304,Sara,Davis,student1304@university.com,Female,20,Engineering,94.2,79.24,66.03,74.81,53.2,1.92,82.66,70.71,A,23.2,No,Yes,Unknown,Medium,6,7.0,22.77,Bajo,-13.21,57.47,3.05
S2305,Omar,Davis,student1305@university.com,Male,24,Cs,75.44,85.64,60.54,69.14,58.79,2.76,64.71,50.56,D,23.0,No,Yes,Unknown,High,7,8.6,29.74,Bajo,-25.1,55.06,2.2
S2306,Liam,Smith,student1306@university.com,Male,23,Cs,75.725,50.69,52.76,82.03,55.65,1.09,96.21,83.4,C,8.9,No,Yes,High School,High,1,6.6,33.84,Medio,2.07,61.2,9.37
S2307,Liam,Williams,student1307@university.com,Male,21,Engineering,69.71,75.23,76.24,54.49,67.34,9.89,95.17,80.2,C,12.9,Yes,Yes,High School,Medium,3,5.5,31.03,Medio,1.01,78.98,6.22
S2308,Ali,Davis,student1308@university.com,Male,19,Cs,73.41,96.47,97.27,72.98,67.19,9.07,89.97,56.3,F,28.5,Yes,Yes,Phd,Medium,4,6.0,17.78,Bajo,0.8,80.21,1.98
S2309,Maria,Williams,student1309@university.com,Female,23,Cs,95.31,76.65,61.59,99.67,91.32,5.52,55.72,97.99,B,6.8,Yes,Yes,Phd,Medium,9,8.5,38.02,Medio,-15.06,75.48,14.41
S2310,John,Davis,student1310@university.com,Male,21,Cs,96.54,76.68,92.99,85.83,61.28,6.93,53.91,78.08,A,10.7,No,Yes,Bachelor'S,High,8,8.1,33.41,Medio,16.31,67.58,7.3
S2311,Sara,Jones,student1311@university.com,Male,24,Engineering,94.77,84.19,48.93,77.34,54.32,7.48,74.91,73.46,A,19.5,No,Yes,Unknown,Low,4,8.0,18.49,Bajo,-35.26,70.34,3.77
S2312,Ali,Smith,student1312@university.com,Female,20,Engineering,56.92,59.99,96.17,76.65,80.18,2.04,88.27,69.91,D,29.2,No,Yes,Phd,Medium,10,6.8,47.48,Medio,36.18,66.38,2.39
S2313,Ahmed,Davis,student1313@university.com,Male,24,Business,75.725,82.03,61.03,74.81,84.37,9.35,56.16,60.49,F,11.4,Yes,Yes,High School,Low,7,6.0,36.52,Medio,-21.0,77.21,5.31
S2314,Emma,Jones,student1314@university.com,Male,19,Cs,97.42,94.97,62.78,97.87,64.74,5.27,82.07,97.64,A,25.4,No,Yes,High School,Low,9,4.7,22.49,Bajo,-32.19,74.34,3.84
S2315,Maria,Brown,student1315@university.com,Male,24,Cs,68.06,40.65,67.77,96.41,80.14,0.92,76.39,85.11,B,14.2,No,Yes,Unknown,Medium,10,8.9,56.88,Alto,27.12,65.54,5.99
S2316,Sara,Jones,student1316@university.com,Female,23,Cs,75.93,92.21,83.09,84.12,88.8,3.97,86.3,78.38,C,13.8,No,Yes,Bachelor'S,Medium,10,4.9,38.86,Medio,-9.12,74.73,5.68
S2317,Liam,Johnson,student1317@university.com,Female,19,Engineering,88.95,53.12,83.18,54.95,67.38,6.02,71.77,81.56,A,29.9,No,Yes,Phd,Low,8,5.3,33.54,Medio,30.06,63.58,2.73
S2318,Sara,Davis,student1318@university.com,Male,18,Mathematics,78.1,67.36,68.78,60.39,76.27,3.53,84.66,92.02,F,25.4,No,Yes,Phd,Low,5,7.8,28.65,Bajo,1.42,64.16,3.62
S2319,John,Jones,student1319@university.com,Male,22,Cs,99.67,91.14,71.39,59.2,57.33,6.99,57.98,81.79,A,11.2,No,No,Phd,Low,9,5.8,29.95,Bajo,-19.75,61.1,7.3
S2320,Liam,Williams,student1320@university.com,Female,18,Cs,72.79,89.43,41.8,75.98,51.18,8.82,60.73,55.73,C,9.6,No,Yes,Unknown,High,5,6.9,31.78,Medio,-47.63,69.02,5.81
S2321,John,Brown,student1321@university.com,Male,23,Cs,85.7,93.52,58.26,60.39,99.07,7.72,95.17,84.86,A,7.1,No,No,Unknown,Medium,3,7.8,22.84,Bajo,-35.26,82.96,11.95
S2322,Ahmed,Davis,student1322@university.com,Male,22,Engineering,89.63,96.43,60.76,74.81,64.99,6.43,66.47,78.24,A,17.1,No,Yes,Unknown,Medium,6,6.8,22.26,Bajo,-35.67,67.64,4.58
S2323,Emma,Johnson,student1323@university.com,Female,18,Engineering,74.71,66.83,73.52,77.26,63.95,5.12,99.28,98.32,D,13.4,Yes,Yes,Phd,High,3,6.5,31.55,Medio,6.69,72.92,7.34
S2324,Ahmed,Jones,student1324@university.com,Female,22,Engineering,92.85,79.38,73.5,50.88,98.66,2.54,52.31,86.69,B,14.5,No,Yes,Phd,Medium,2,4.3,18.66,Bajo,-5.88,56.81,5.98
S2325,Ali,Brown,student1325@university.com,Female,21,Business,77.31,63.43,82.59,87.2,86.41,4.55,74.79,67.2,B,15.8,No,Yes,High School,High,7,6.4,39.35,Medio,19.16,73.48,4.25
S2326,Ali,Davis,student1326@university.com,Male,24,Engineering,70.58,61.04,83.02,59.44,79.26,2.93,66.25,56.77,F,29.8,No,Yes,Phd,High,3,6.3,26.53,Bajo,21.98,58.56,1.91
S2327,Ahmed,Brown,student1327@university.com,Male,19,Cs,55.39,65.9,54.11,91.24,84.97,9.34,99.8,74.11,C,5.1,No,Yes,Unknown,Low,5,8.4,47.18,Medio,-11.79,92.35,14.53
S2328,Emma,Johnson,student1328@university.com,Male,22,Cs,69.67,84.58,86.21,67.75,85.5,9.07,99.5,83.97,C,15.7,No,Yes,Bachelor'S,Medium,9,6.2,40.17,Medio,1.63,85.86,5.35
S2329,Ahmed,Jones,student1329@university.com,Male,21,Engineering,86.7,70.09,41.18,66.93,88.17,1.56,61.76,58.86,A,6.6,No,No,High School,Medium,4,7.1,31.99,Medio,-28.91,58.12,8.92
S2330,Emma,Brown,student1330@university.com,Female,24,Engineering,96.06,88.84,82.97,50.59,53.36,8.23,63.36,82.47,B,21.8,No,Yes,Unknown,Medium,9,7.9,26.6,Bajo,-5.87,62.4,3.78
S2331,Emma,Brown,student1331@university.com,Male,24,Engineering,62.58,84.71,46.12,99.39,70.64,7.03,87.48,91.28,B,6.3,No,Yes,Master'S,Medium,6,6.3,40.65,Medio,-38.59,81.95,14.49
S2332,Omar,Smith,student1332@university.com,Male,20,Engineering,67.76,41.23,83.78,80.6,64.76,9.75,94.48,57.85,F,24.2,No,Yes,High School,Low,3,5.3,36.26,Medio,42.55,84.34,2.39
S2333,Liam,Brown,student1333@university.com,Female,18,Engineering,75.725,77.81,71.63,71.14,53.53,4.63,83.18,85.29,A,26.7,No,Yes,High School,High,1,8.5,16.8,Bajo,-6.18,63.54,3.19
S2334,Maria,Smith,student1334@university.com,Female,20,Business,84.54,66.19,66.24,54.83,70.63,7.22,93.24,53.41,A,29.3,Yes,Yes,Master'S,Low,8,8.5,31.46,Medio,0.05,72.72,1.82
S2335,Emma,Jones,student1335@university.com,Male,23,Engineering,98.01,67.4,81.44,84.96,80.81,5.18,53.16,50.4,A,8.0,No,Yes,Master'S,Medium,10,8.5,41.48,Medio,14.04,67.68,6.3
S2336,John,Davis,student1336@university.com,Female,21,Business,82.05,89.1,42.18,64.14,58.92,0.69,82.03,51.63,A,29.5,Yes,Yes,Unknown,Low,4,5.4,16.47,Bajo,-46.92,53.0,1.75
S2337,Emma,Davis,student1337@university.com,Female,20,Cs,80.85,72.86,53.41,99.41,65.25,0.47,85.01,81.58,D,15.3,No,Yes,High School,Medium,6,5.6,33.31,Medio,-19.45,63.59,5.33
S2338,Emma,Jones,student1338@university.com,Male,20,Engineering,77.67,93.14,76.99,97.53,81.96,1.22,59.52,98.67,C,20.8,Yes,Yes,Bachelor'S,High,2,8.6,16.7,Bajo,-16.15,62.8,4.74
S2339,Emma,Jones,student1339@university.com,Male,24,Mathematics,54.42,82.77,90.83,86.76,78.97,2.96,88.9,88.57,D,5.0,No,Yes,Phd,Medium,4,4.6,40.29,Medio,8.06,71.06,17.71
S2340,Omar,Williams,student1340@university.com,Male,21,Cs,75.725,73.17,62.87,98.55,93.44,2.59,97.21,62.72,C,14.3,No,Yes,Master'S,Medium,8,7.3,39.95,Medio,-10.3,78.78,4.39
S2341,Liam,Jones,student1341@university.com,Male,24,Business,80.1,85.27,55.53,55.28,89.56,7.28,94.9,53.58,C,13.8,No,Yes,Unknown,Low,2,5.5,21.71,Bajo,-29.74,78.13,3.88
S2342,Omar,Brown,student1342@university.com,Female,19,Business,83.07,42.3,71.12,74.81,98.28,7.16,62.25,80.83,C,17.6,No,Yes,Master'S,Medium,6,7.6,40.55,Medio,28.82,76.74,4.59
S2343,Ali,Davis,student1343@university.com,Female,22,Cs,94.94,41.63,77.34,62.66,79.86,9.71,66.2,50.16,A,8.3,No,Yes,Unknown,High,2,8.2,32.35,Medio,35.71,76.46,6.04
S2344,Omar,Johnson,student1344@university.com,Male,23,Engineering,89.2,45.0,65.21,53.6,84.92,3.1,74.98,89.63,A,22.3,No,Yes,Phd,High,8,6.0,39.69,Medio,20.21,61.12,4.02
S2345,John,Davis,student1345@university.com,Male,23,Cs,89.05,66.25,92.6,98.61,93.03,9.38,57.92,62.16,A,19.9,No,Yes,Phd,Medium,3,4.8,23.45,Bajo,26.35,85.84,3.12
S2346,John,Smith,student1346@university.com,Female,18,Mathematics,75.725,54.13,71.41,53.0,92.0,6.13,97.7,64.96,D,10.3,Yes,Yes,Master'S,Medium,9,7.7,49.89,Medio,17.28,76.0,6.31
S2347,Omar,Davis,student1347@university.com,Male,24,Business,99.5,99.06,42.15,92.83,85.94,4.95,58.08,67.2,A,29.6,Yes,Yes,Phd,Low,6,4.3,11.77,Bajo,-56.91,71.59,2.27
S2348,Liam,Williams,student1348@university.com,Male,22,Cs,79.06,72.54,53.38,88.41,75.01,6.68,88.07,88.18,A,5.1,No,Yes,Phd,Medium,3,4.1,32.46,Medio,-19.16,79.57,17.29
S2349,Ahmed,Jones,student1349@university.com,Male,18,Cs,55.44,79.74,67.04,68.79,63.66,7.03,67.07,63.29,D,13.4,Yes,Yes,Bachelor'S,Medium,2,8.4,32.2,Medio,-12.7,67.46,4.72
S2350,Maria,Jones,student1350@university.com,Male,23,Engineering,75.725,56.73,81.86,50.94,93.86,1.72,78.69,64.22,B,11.5,No,No,Master'S,Low,8,8.1,46.28,Medio,25.13,60.17,5.58
S2351,Liam,Davis,student1351@university.com,Female,22,Cs,89.38,59.31,53.19,50.3,88.83,7.52,52.36,77.05,B,19.0,No,Yes,Unknown,High,4,6.9,28.09,Bajo,-6.12,66.67,4.06
S2352,Omar,Johnson,student1352@university.com,Male,20,Cs,51.39,60.13,98.58,60.2,91.9,7.25,60.25,73.15,C,27.2,Yes,Yes,Unknown,Medium,8,7.3,45.93,Medio,38.45,71.21,2.69
S2353,Emma,Johnson,student1353@university.com,Female,19,Engineering,52.84,81.92,59.11,74.69,57.04,9.98,72.22,97.78,D,21.4,Yes,Yes,Unknown,Medium,7,8.8,39.56,Medio,-22.81,75.94,4.57
S2354,Sara,Williams,student1354@university.com,Male,20,Cs,53.36,68.42,71.95,72.9,65.74,9.12,83.86,63.17,F,6.2,No,Yes,Bachelor'S,Low,2,4.3,39.92,Medio,3.53,78.42,10.19
S2355,Maria,Smith,student1355@university.com,Male,19,Cs,86.55,71.06,41.14,79.26,71.24,6.85,88.88,54.59,A,26.6,Yes,Yes,Master'S,Low,7,5.1,28.42,Bajo,-29.92,76.97,2.05
S2356,Maria,Davis,student1356@university.com,Female,24,Business,75.725,75.52,93.09,74.81,91.92,7.12,51.51,77.05,C,11.6,Yes,Yes,Phd,Medium,4,7.6,31.71,Medio,17.57,72.36,6.64
S2357,John,Jones,student1357@university.com,Male,21,Mathematics,68.44,86.13,87.33,68.87,94.64,9.46,57.62,59.23,C,7.8,No,Yes,Bachelor'S,Medium,6,5.3,37.42,Medio,1.2,78.93,7.59
S2358,Maria,Davis,student1358@university.com,Female,18,Business,55.28,45.42,51.73,74.81,64.24,9.67,86.49,70.68,D,15.8,No,Yes,Unknown,Medium,8,5.0,54.68,Medio,6.31,80.56,4.47
S2359,Omar,Williams,student1359@university.com,Male,18,Business,75.725,86.61,95.99,90.0,84.32,8.27,90.65,59.36,A,27.5,No,Yes,Master'S,Low,9,6.2,31.54,Medio,9.38,86.92,2.16
S2360,Emma,Brown,student1360@university.com,Male,21,Cs,66.05,73.79,58.95,66.63,53.89,7.67,61.83,94.05,C,5.9,No,Yes,Bachelor'S,Medium,4,7.6,38.46,Medio,-14.84,64.76,15.94
S2361,Emma,Brown,student1361@university.com,Male,22,Cs,63.27,80.15,81.53,64.34,70.48,1.11,61.48,66.37,B,20.6,No,Yes,Bachelor'S,Medium,3,5.1,27.95,Bajo,1.38,51.85,3.22
S2362,Ali,Williams,student1362@university.com,Male,21,Cs,82.62,59.65,89.14,88.22,74.33,8.3,54.4,88.74,F,13.3,No,Yes,Bachelor'S,Medium,2,6.1,28.76,Bajo,29.49,74.99,6.67
